event_id,date,status,severity,scope,summary,evidence,disposition
HLA-A0220,2026-08-21,corrected_in_target,P2,source_code,"The plot_point_action docstring documents pt_list although the actual parameter is pts","src/lab/plot_action.sage authority plot_point_action signature and docstring","Document the real pts parameter"
HLA-A0221,2026-08-21,corrected_in_target,P3,source_code,"The before_after_list docstring says showning instead of showing","src/lab/plot_action.sage authority before_after_list docstring","Correct the typo while translating the docstring"
HLA-A0222,2026-08-21,corrected_in_target,P2,source_notation,"An inline-math delimiter is malformed as backslash-space-parenthesis","src/map/map4.tex authority near the finite-dimensional isomorphism discussion","Restore the closing inline-math delimiter"
HLA-A0223,2026-08-21,corrected_in_target,P1,source_answer,"The displayed right-hand results for the inverses of 2I, 3I, and 5I carry an extra inverse exponent and therefore state the inverse of the intended answer","src/map/map4.tex authority scalar-matrix inverse exercise answer","Remove the erroneous inverse exponents from the result matrices"
HLA-A0224,2026-08-21,corrected_in_target,P2,source_notation,"A displayed scalar-matrix inverse answer contains a malformed _+ token","src/map/map4.tex authority scalar-matrix inverse exercise answer","Restore the intended plus sign"
HLA-A0225,2026-08-21,corrected_in_target,P1,source_math,"A Gauss--Jordan row multiplier is written a/ad-bc and therefore parses as a/d-bc rather than a divided by ad-bc","src/map/map4.tex authority inverse-matrix reduction","Add parentheses around the determinant denominator"
HLA-A0226,2026-08-21,corrected_in_target,P1,source_answer,"A left-inverse exercise declares a 2x2 unknown matrix with four unknowns although a left inverse of the displayed 2x3 matrix must be 3x2","src/map/map4.tex authority left-inverse example","Use a 3x2 unknown matrix with six variables"
HLA-A0227,2026-08-21,corrected_in_target,P1,source_answer,"An elementary-matrix answer says that the displayed matrix swaps rows one and three although it visibly swaps rows one and two","src/map/map4.tex authority elementary-matrix exercise answer","Make the prose agree with the displayed row-one/row-two swap"
HLA-A0228,2026-08-21,corrected_in_target,P1,source_formula,"A matrix-product entry formula ends with g_{1,r}h_{r,1} instead of the indexed term g_{i,r}h_{r,j}","src/map/map4.tex authority matrix-multiplication exercise","Restore the row i and column j indices in the final summand"
HLA-A0229,2026-08-21,corrected_in_target,P1,source_formula,"The displayed right operand in the Winograd 2x2 multiplication formula places B and C in positions inconsistent with every stated output formula","src/map/map4.tex authority Winograd exercise","Display the right operand as rows A,C and B,D so the formulas are correct"
HLA-A0230,2026-08-21,corrected_in_target,P1,source_definition,"A claimed isomorphism is typed from R2 onto R3 although its image is only the xy-plane and the proof alternates between two map names","src/map/map1.tex authority natural-isomorphism example","Declare the codomain as the xy-plane subspace and use iota consistently"
HLA-A0231,2026-08-21,corrected_in_target,P1,source_formula,"A displayed linear-dependence relation has malformed coefficient/vector subscripts and delimiters","src/map/map1.tex authority dependence calculation","Restore the intended indexed linear combination"
HLA-A0232,2026-08-21,corrected_in_target,P1,source_formula,"Entries in a reflection matrix omit parentheses around the common denominator 1+k^2","src/map/map1.tex authority reflection calculation","Parenthesize every denominator so the matrix is an involution with determinant -1"
HLA-A0233,2026-08-21,corrected_in_target,P1,source_logic,"The 2x2 automorphism criterion says the second column is not a multiple of the first iff the determinant is nonzero, which fails when the first column is zero","src/map/map1.tex authority 2x2 automorphism discussion","State the equivalent condition as linear independence of the two columns"
HLA-A0234,2026-08-21,corrected_in_target,P2,source_notation,"A vector family is written with n inside the vector accent rather than as the vector's subscript","src/map/map1.tex authority indexed-vector passage","Use the established vector-subscript notation consistently"
HLA-A0235,2026-08-21,corrected_in_target,P1,source_formula,"The final line of a representation-map calculation drops the scalar coefficients c and d","src/map/map1.tex authority coordinate representation calculation","Retain c and d in the final linear combination"
HLA-A0236,2026-08-21,corrected_in_target,P1,source_example,"An external-direct-sum worked expansion gives the last two basis vectors polynomial component 1, making its displayed polynomial component sum to 12 instead of 3","src/map/map1.tex authority external direct-sum example","Use zero polynomial components for the two W-basis vectors"
HLA-A0237,2026-08-21,corrected_in_target,P1,source_proof,"The injectivity proof for the direct-sum map begins from a malformed equality that does not apply the map to both ordered pairs","src/map/map1.tex authority direct-sum isomorphism proof","State equality of the two mapped ordered pairs before using injectivity"
HLA-A0238,2026-08-21,corrected_in_target,P2,source_notation,"A zero vector in W is written as the literal token 0_W rather than with the book's zero-vector macro","src/map/map1.tex authority exercise answer","Use the established zero-vector notation"
HLA-A0239,2026-08-21,corrected_in_target,P1,source_answer,"An answer says a vector space can never be isomorphic to a proper subspace, which is false in infinite dimension","src/map/map1.tex authority isomorphism exercise answer","Give the polynomial-space counterexample and restrict the impossibility result to finite dimension"
HLA-A0240,2026-08-21,corrected_in_target,P2,source_notation,"A displayed linearity calculation contains a duplicated plus sign","src/map/map1.tex authority final exercise calculation","Remove the duplicate operator"
HLA-A0241,2026-08-21,corrected_in_target,P1,source_geometry,"The clockwise and counterclockwise descriptions for the two orthogonal-column orientations are reversed","src/map/erlang.tex authority rigid-motion orientation discussion","Match each orientation description to the displayed column pair"
HLA-A0242,2026-08-21,corrected_in_target,P1,source_definition,"The text says every reflection followed by any nontrivial translation is a glide reflection, which fails for a translation perpendicular to the axis","src/map/erlang.tex authority glide-reflection definition","Require the nontrivial translation to be parallel to the reflection axis"
HLA-A0243,2026-08-21,corrected_in_target,P2,source_attribution,"The equality d12+d23=d13 for collinear ordered points is twice attributed to the Pythagorean theorem","src/map/erlang.tex authority distance-preservation proof","Attribute the equality to the equality case of the triangle inequality"
HLA-A0244,2026-08-21,corrected_in_target,P2,source_hypothesis,"The Desargues statement and proof omit the nondegenerate general-position assumptions required for the frame normalization and uniquely defined side intersections","src/det/projplane.tex authority Desargues theorem","State the general-position assumptions used by the proof"
HLA-A0245,2026-08-21,corrected_in_target,P2,source_hypothesis,"The Pappus prompt and answer omit distinctness and general-position assumptions required for its projective-frame normalization","src/det/projplane.tex authority Pappus exercise","State the nondegenerate assumptions used by the calculation"
HLA-A0246,2026-08-21,corrected_in_target,P1,source_computation,"A displayed row operation yields the row [0,9,1] but the authority prints [0,8,0]","src/det/chio.tex authority determinant-code derivation","Use the row actually produced by the displayed operation"
HLA-A0247,2026-08-21,corrected_in_target,P1,source_code,"The determinant listing has a Python-3 shebang but retains Python-2 print syntax","src/det/chio.tex authority executable listing","Use Python-3 print syntax and invoke python3 in the sample"
HLA-A0248,2026-08-21,corrected_in_target,P1,source_code,"The Python-3 determinant listing uses true division in an exact integer-preserving elimination algorithm","src/det/chio.tex authority Bareiss-style listing","Use integer floor division so integral intermediates remain exact"
HLA-A0249,2026-08-21,corrected_in_target,P1,source_formula,"The dimension of the zero-sum magic-square space is stated as n^2-n although the proved rank gives n^2-2n","src/map/magicsqs.tex authority dimension conclusion","Use n^2-2n, consistent with the rank computation"
HLA-A0250,2026-08-21,corrected_in_target,P1,source_computation,"A displayed reduction labels a plain row swap with an extraneous negative sign","src/map/magicsqs.tex authority row reduction","Label the operation as the row swap shown by the next matrix"
HLA-A0251,2026-08-21,corrected_in_target,P1,source_computation,"A later reduction uses the wrong sign in rho_2 plus rho_3 and prints an incompatible row entry, making the final augmented system inconsistent for arbitrary s","src/map/magicsqs.tex authority row reduction","Use rho_2+rho_3 and the row beginning 0,0,-1,1,0"
HLA-A0252,2026-08-21,corrected_in_target,P2,source_exposition,"A nonendpoint-column range is described as strictly between columns n+1 and 2n-1, which is empty when n=3","src/map/magicsqs.tex authority rank argument","State the intended range from column n+2 through column 2n-1"
HLA-A0253,2026-08-21,open,P3,source_comment,"A dormant proof comment gives the magic-square and semimagic-square dimension relation in the wrong direction","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered; correct if the dormant proof is reactivated"
HLA-A0254,2026-08-21,open,P3,source_comment,"A dormant kernel argument names the magic-square space as its domain although the claimed kernel requires the semimagic-square zero-sum space","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered"
HLA-A0255,2026-08-21,open,P3,source_comment,"A dormant n=3 example computes the second diagonal statistic as -1 although the described matrix gives +1","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered"
HLA-A0256,2026-08-21,open,P3,source_comment,"A dormant proof comment uses a malformed semimagic-square subscript where the zero-sum space is intended","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered"
HLA-A0257,2026-08-21,open,P3,source_comment,"A dormant expansion writes every final-column entry using row 1 rather than the corresponding row i","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered"
HLA-A0258,2026-08-21,open,P3,source_comment,"A dormant proof calls the sum of the final column the final-row sum and then writes the wrong entries","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered"
HLA-A0259,2026-08-21,open,P3,source_comment,"Dormant formulas twice omit the zero-sum qualifier from the semimagic-square domain","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered"
HLA-A0260,2026-08-21,open,P3,source_comment,"A dormant dimension calculation simplifies (n-1)^2-1 incorrectly to n^2-n","src/map/magicsqs.tex authority inactive proof notes","Preserved byte-for-byte because the defect is non-rendered"
HLA-A0261,2026-08-21,corrected_in_target,P1,target_notation,"An Indonesian population-model answer wrote the word zero as an undefined bare math identifier instead of the zero-vector macro","src/jc/pops.tex target eigenvalue-1 answer","Restore the established zero-vector macro"
HLA-A0262,2026-08-21,corrected_in_target,P1,source_xref,"A Laplace-expansion proof refers to ex:ExpThreeFirstRow, a label that does not exist anywhere in the source","src/det/det3.tex authority Laplace proof exercise answer","Point to the preceding labeled first-row expansion example ex:ExpLaPlace"
HLA-A0263,2026-08-21,corrected_in_target,P1,target_navigation,"Localized chapter words leaked into generated topic-answer anchors while textbook links deliberately retained stable English anchor tokens, breaking 131 cross-PDF destinations","src/sty/bookjhconcrete.sty and src/sty/answerjh.sty topic exercise/answer anchor definitions","Construct answer targets from the same explicit Englishnumber-based stable key used by textbook links while keeping visible labels Indonesian"
HLA-A0264,2026-08-21,corrected_in_target,P1,source_math,"A cluster of vector-space answers has an incorrect polynomial basis member, a faulty direct-sum/intersection argument, swapped U/W names, wrong d_m bounds, RHS (1,3) printed incorrectly, a missing c_3=0 conclusion, and inconsistent subscripts","src/vs/vs3.tex authority exercise and answer blocks","Restore the verified basis member (-1+x,2x^2+x^3), correct the direct-sum logic, names, bounds, right-hand side, zero coefficient, and subscripts"
HLA-A0265,2026-08-21,corrected_in_target,P1,source_math,"Multiple linear-map derivations contain wrong variables or subscripts, a stray b, an incomplete d=0 case, confusion between h and the zero map or t, a_n divided by the wrong index, c_k instead of c_{k-1}, and a missing h(beta_i)","src/map/map2.tex authority examples, proofs, and answers","Restore the source-faithful variables and complete each displayed derivation; also use the correct corollary reference commands"
HLA-A0266,2026-08-21,corrected_in_target,P1,source_math,"Basis-change exercises repeat y_1 where y_2 is required, reverse an identity representation or basis order, use B_3 for B_2, omit separators, and give coefficient -1 where +1 is required","src/map/map5.tex authority basis-change exercises and answers","Correct the basis vectors, representations, basis names, separators, coefficient, and nested exercise item structure"
HLA-A0267,2026-08-21,corrected_in_target,P1,source_computation,"Least-squares examples and answers contain mutually inconsistent slopes, intercepts, predictions, error percentages, vector-b notation, and exact-versus-rounded results","src/map/lstsqs.tex authority worked calculations and exercises","Recompute the complete affected regression blocks from the displayed data, including slope 4259/1398 approximately 3.046495, and state exact and rounded results consistently"
HLA-A0268,2026-08-21,corrected_in_target,P1,source_math,"Homogeneous-geometry derivations confuse T_j with T_s and f with y, print incorrect factor matrices and row swaps, state RHC=B without the needed relation, omit an equals sign, misindex theta rotations, and evaluate an inverse derivative at the wrong argument","src/map/homogeom.tex authority derivations and examples","Restore the verified symbols, factorization, equality, rotation indices, and inverse-derivative evaluation at f(x)"
HLA-A0269,2026-08-21,corrected_in_target,P1,source_computation,"Markov-chain material gives a wrong boundary recurrence, inconsistent state labels, and numerous transition vectors, tables, and probabilities that do not follow from the displayed matrices","src/map/markov.tex authority examples and answers","Use p_4(n+1)=0.5p_3(n), repair state labels, recompute all affected transitions and probabilities, and restore nested answer structure"
HLA-A0270,2026-08-21,corrected_in_target,P1,source_theorem,"A Cramer's-rule criterion claims the singular system has a solution iff every replaced-column determinant is zero, which is false when rank is at most n-2","src/det/cramer.tex authority theorem and discussion","Add the required rank n-1 hypothesis and give the rank-at-most-n-2 counterexample"
HLA-A0271,2026-08-21,corrected_in_target,P1,source_code,"The determinant-speed topic omits its executable listing and contains rectangular row/column loop errors, Python-2 syntax, a wrong permutation sign, incorrect operation counts, and timing examples inconsistent with the code","src/det/detspeed.tex authority code and performance discussion","Restore an executable Python-3 listing, correct rectangular loops, sign and operation arithmetic, and recompute the timing examples"
HLA-A0272,2026-08-21,corrected_in_target,P1,source_geometry,"Computer-graphics projective cases interchange c=0 and c nonzero, omit cosine commands, fix a projective scale coordinate to 1, and place invariant coordinates incorrectly in two 4x4 rotation matrices","src/det/compgraphics.tex authority projective and rotation examples","Separate the projective cases correctly, restore cosine notation and free ell, and put invariant coordinates on the correct matrix diagonal"
HLA-A0273,2026-08-21,corrected_in_target,P1,source_math,"The eigenvalue chapter contains many incompatible coordinates, similarity identities, basis subscripts, scalar-identity terms, powers of D, eigenvector equations, conjugation order, characteristic-polynomial signs, complex-row signs, determinant delimiters, row-operation indices, and representation diagrams","src/jc/jc2.tex authority eigenvalue/eigenvector exposition and exercises","Apply the independently rederived formula, sign, basis, determinant, row-operation, and diagram corrections throughout the chapter"
HLA-A0274,2026-08-21,corrected_in_target,P1,source_math,"Generalized-eigenspace material uses C where the chain is over R, gives the wrong null chain, omits a matrix row terminator, uses the wrong beta_2 term and ambient dimension, and has an invalid generalized-nullspace independence proof","src/jc/jc3.tex authority generalized-eigenspace chapter","Restore the real-field chain, (0,q) null chain, matrix syntax, beta term, C^5 diagram where applicable, and a valid independence proof"
HLA-A0275,2026-08-21,corrected_in_target,P1,source_math,"Jordan-form derivations contain wrong degree-5 characteristic signs, shifted m_2 through m_6 indices, an incomplete m(x), incorrect lambda shifts, the wrong n-r-q basis count, invalid generalized-chain reasoning, further odd-degree sign errors, a t-4 eigenspace error, reversed similarity basis order, and a missing answer subpart","src/jc/jc4.tex authority Jordan-form exposition and answers","Restore the verified signs, indices, polynomial, chain count and proof, eigenspace, basis order, and complete answer structure"
HLA-A0276,2026-08-21,corrected_in_target,P1,source_iteration,"Power-method formulas normalize or multiply the wrong iterate, omit T from the Rayleigh numerator, and state inconsistent inverse-iteration equations","src/jc/powers.tex authority power-method topic","Use v_2=T w_1 and v_k=T w_{k-1}, the T v_k Rayleigh numerator, and the verified inverse-iteration equations"
HLA-A0277,2026-08-21,corrected_in_target,P1,source_computation,"Population-model examples print incorrect characteristic matrices and signs, eigenpairs, growth recurrences, and numerical conclusions","src/jc/pops.tex authority population-model topic","Recompute the characteristic data, eigenpairs, recurrences, and growth values from the displayed transition matrices"
HLA-A0278,2026-08-21,corrected_in_target,P1,source_computation,"A search-engine Markov example mislabels the p_4 and p_3 states, prints an incorrect iteration table, and duplicates alpha in the stochastic-column proof","src/jc/search.tex authority search-ranking topic","Repair the state labels and proof term and recompute the full iteration table"
HLA-A0279,2026-08-21,corrected_in_target,P1,source_math,"The recurrence chapter contains inconsistent F capitalization and a_1 through a_k indexing, malformed determinant and characteristic-polynomial notation, c_k and r_i^n errors, wrong Fibonacci root parentheses, recurrence indices, a missing 2x2 characteristic matrix, the wrong complex ambient dimension, and wrong Hanoi plus-one signs","src/jc/recur.tex authority recurrence exposition and answers","Normalize the sequence/index notation and restore the verified determinant, roots, matrix, ambient space, powers, recurrence indices, and Hanoi signs"
HLA-A0280,2026-08-21,corrected_in_target,P1,source_physics,"The coupled-oscillator topic has wrong second-derivative denominators, omega=sqrt(k/m), derivative signs, omega-squared terms, coupling denominator I, missing cosine commands, missing parentheses around epsilon/(2sqrt(mI)), amplitudes, and final normal-mode matrix","src/jc/wilber.tex authority coupled-oscillator derivation","Restore the dimensionally and algebraically consistent derivatives, frequencies, coupling, amplitudes, trigonometric notation, and normal-mode matrix"
HLA-A0281,2026-08-21,corrected_in_target,P1,source_proof,"Inner-product proofs and answers confuse v_1 with w_1, norm with absolute value, w with v, omit a plus sign and scalar absolute values, and assert a false definiteness claim over complex spaces","src/jc/innerproduct.tex authority inner-product chapter","Correct the indices, norms, variables, operator and scalar moduli, and add the complex-space counterexample"
HLA-A0282,2026-08-21,corrected_in_target,P1,source_math,"The n-by-n nonsingularity corollary writes the final entries of its n-component columns with m, and an intermediate target edit also changed the authority's correct d_1 through d_n prose bound to m","src/vs/vs3.tex authority and target proof of the nonsingularity equivalences","Use n for every final row and right-hand-side component and for the quantified d_1 through d_n choices"
HLA-A0283,2026-08-21,corrected_in_target,P1,source_answer,"Three odd-order Jordan-matrix answers give monic characteristic polynomials even though the book defines c(x)=det(T-xI), which has leading sign -1 in odd dimension","src/jc/jc4.tex characteristic/minimal-polynomial exercise parts c, d, and g","Prefix the three 3x3 characteristic-polynomial factorizations with a minus sign while leaving the monic minimal polynomials unchanged"
HLA-A0284,2026-08-21,corrected_in_target,P1,source_answer,"Three generic nilpotent or Jordan-block answers write monic characteristic polynomials despite the book's c(x)=det(T-xI) convention and then incorrectly call the monic minimal polynomial literally equal to c(x)","src/jc/jc4.tex generic differentiation, Jordan-block, and unit-upper-triangular answers","Use (-x)^(n+1), (lambda-x)^n, and (1-x)^(n+1) for c(x), and identify the corresponding monic minimal polynomials separately"
HLA-A0285,2026-08-21,corrected_in_target,P1,source_answer,"An answer needs distinct counterexamples to show that equal determinant and equal rank do not imply matrix similarity","src/jc/jc2.tex similarity-invariants exercise answer","Supply independently verified counterexamples for both proposed converse implications"
HLA-A0286,2026-08-21,corrected_in_target,P1,source_answer,"A diagonal-power answer leaves the exponent domain incomplete and omits the condition under which negative powers are defined","src/jc/jc2.tex diagonal-matrix powers exercise answer","State the exponent domain and that p<0 is permitted exactly when every diagonal entry d_i is nonzero"
HLA-A0287,2026-08-21,corrected_in_target,P1,source_proof,"A proposed nonsimilarity case argument does not establish a contradiction","src/jc/jc2.tex similarity exercise case analysis","Replace the invalid case with the verified first-column contradiction"
HLA-A0288,2026-08-21,corrected_in_target,P1,source_proof,"The inverse-map eigenvalue result proves only one direction and omits the converse","src/jc/jc2.tex eigenvalues of T inverse result","Complete the converse so the eigenvalue correspondence is an equivalence"
HLA-A0289,2026-08-21,corrected_in_target,P1,source_proof,"The similarity transformation's additivity and scalar-linearity proof ends with the wrong transformed expression t_P(T+S)","src/jc/jc2.tex similarity-transformation linearity proof","Carry both addition and scalar multiplication through the transformation with the correct operands"
HLA-A0290,2026-08-21,corrected_in_target,P1,source_answer,"An explicit factorization answer starts a new display with a bare equals sign and therefore omits the matrix T being factored","src/map/map4.tex elementary-matrix factorization answer","Restore T as the left-hand side of the product and localize the adjacent lemma label"
HLA-A0291,2026-08-21,corrected_in_target,P2,target_localization,"Twenty-six reader-visible chapter-number tokens retain English number words across the study schedule and four prose cross-references","src/pref/pref.tex; src/map/map1.tex; src/map/map2.tex; src/jc/jc4.tex","Translate only the visible chapter words to Satu through Lima while preserving Roman and Arabic suffixes and stable reference labels"
HLA-A0292,2026-08-21,corrected_in_target,P3,target_localization,"Seven rendered code comments and two matching hidden Sage-source comments remain in English","src/gr/ppivot.tex; src/jc/recur.tex; src/lab/geometry.tex; src/lab/maps.tex; src/lab/svd.tex","Translate the comments into concise Indonesian while retaining every code token and the quoted API term side"
HLA-A0293,2026-08-21,corrected_in_target,P2,target_localization,"Four reader-visible labels in two Wilberforce vector figures remain in English","src/jc/asy/wilber.asy labels for position, time, spring lengthens, and spring shortens","Use posisi, waktu, pegas memanjang, and pegas memendek in both the editable generator and staged recovered figures"
HLA-A0294,2026-08-21,corrected_in_target,P2,target_localization,"Referenced MetaPost figures retain English electrical-network, direction, automobile-lighting, political-party, and voter-count labels","src/gr/mp/ch1.mp active beginfig 35, 44, and 46; src/vs/mp/voting.mp active beginfig 1 and 2","Translate only the labels in figure blocks included by the reader while preserving SI units, proper place names, and stable mathematical abbreviations"
HLA-A0295,2026-08-21,open,P3,source_generator,"The same active beginfig(23) block appears twice and the second identical definition overwrites the first with identical output","src/map/mp/ch3.mp duplicate blocks feeding src/map/map5.tex map/mp/ch3.23","Preserve for this edition because reader output is identical; deduplicate the generator in a future upstream-compatible maintenance pass"
HLA-A0296,2026-08-21,corrected_in_target,P2,target_localization,"Nine additional referenced MetaPost figures retain reader-visible English geometry, projection, direction, probability, and path labels","src/det/mp/ch4.mp active beginfig 6, 7, 8, and 60; src/gr/mp/ch1.mp active beginfig 23; src/map/mp/ch3.mp active beginfig 32, 34, and 42; src/vs/mp/ch2.mp active beginfig 22","Translate only the visible labels into Indonesian while preserving symbols, coordinates, figure geometry, SI units, proper names, and inactive comments"
HLA-A0297,2026-08-21,corrected_in_target,P2,target_localization,"Two active Indonesian sentences retain the stray English words of and onto","src/map/map3.tex subspace-chain exercise; src/map/map4.tex two-sided-inverse discussion","Remove the stray connector and replace onto with surjektif without changing the mathematical statements"
HLA-A0298,2026-08-21,corrected_in_target,P2,source_code_output,"The displayed image-compression transcript reports the source image dimensions in the old swapped order even after the PIL width-height assignment is corrected","src/lab/svd.tex img_squeeze transcript; src/lab/img_squeeze.sage corrected dimension assignment","Report 922 rows and 1497 columns so the reader transcript matches the corrected executable code and the 1497-by-922 source image"
HLA-A0299,2026-08-21,corrected_in_target,P2,target_localization,"Two active reader sentences retain the English connector words to and In","src/map/map2.tex derivative image discussion; src/map/map6.tex citation sentence","Replace the connectors with ke and Dalam while preserving the formulas and citation"
HLA-A0300,2026-08-21,corrected_in_target,P1,source_answer_closure,"Two Input-Output Analysis exercises lack inline answers in the pinned source while the generated textbook still links to their nonexistent answer-book anchors","authority source src/gr/leontief.tex exercises 5-6; authority/official/jhanswer.pdf printed pages 54-56 (PDF pages 62-64); dead targets ans.One.V.0.5 and ans.One.V.0.6","Add transparently marked Indonesian-edition worked answers independently derived and exact-rationally verified; preserve exercise text and order; register target-supplied provenance"
HLA-A0301,2026-08-22,corrected_in_target,P1,build_reproducibility,"A mutable system-generated pdftex.map dropped scalable mappings between the textbook and answer-book processes, causing a microtype font-expansion failure and bitmap fallback","src/sty/bookjhconcrete.sty; tools/build_hefferon_id.py; failed jhanswer build at cover/symlist.tex:41","Load the five edition-used maps explicitly and fail-close 23 map, encoding, and Type 1 font dependencies by byte count and SHA-256 without mutating shared MiKTeX state"
HLA-A0302,2026-08-22,corrected_in_target,P1,build_reproducibility,"Two answer-only EPS graphics are implicitly converted to PDFs with wall-clock dates, XMP UUIDs, and trailer IDs, making otherwise identical answer-book builds differ","src/map/markov.tex learn5 and ws answer graphics; clean-build fingerprint comparison","Select the exact stable learn5.pdf and ws.pdf siblings already supplied in the pinned official source and bind their byte counts and SHA-256 values in focused tests"
HLA-A0303,2026-08-22,corrected_in_target,P1,target_reflow,"Indonesian reflow before the unbreakable Fields operation table over-stretches topic-section glue under flushbottom and places the Lapangan opener outside the page","src/vs/fields.tex before the Boolean-field operation table; final-build textbook PDF page 182","Insert a local flexible explicit page break before the table so the topic heading and opening paragraph remain inside the page without changing content"
HLA-A0304,2026-08-22,corrected_in_target,P2,target_reflow,"The inherited answer-topic override applies an empty page style to the active page, inconsistently suppressing running headers and folios and sometimes targeting the page before the topic heading","src/sty/answerjh.sty topic override; final-build answer PDF pages 306, 425, 427, and 429","Remove the local empty-page override and retain the answer book's global running furniture without changing pagination or mathematical content"
HLA-A0305,2026-08-22,corrected_in_target,P2,target_reflow,"Two short Octave sessions in the worked answers split across leaves even though each block fits intact on one page","src/map/markov.tex Octave sessions beginning M=[.787,...] and M50=M**50; final-build answer PDF pages 311-313","Wrap only those two listings in local full-width minipages so each moves as an intact readable block"
HLA-A0306,2026-08-22,corrected_in_target,P1,target_reflow,"A long inline set-builder description in the Indonesian textbook extends beyond the right trim and clips its final equation","src/gr/gr1.tex solution-set description after the first row-reduction example; matched-build textbook PDF page 28","Move the same set-builder content into a centered two-line gathered display so all three defining equations remain complete and readable"
HLA-A0307,2026-08-22,corrected_in_target,P1,target_reflow,"A long inline C assignment in the Indonesian computation-accuracy topic extends past the right trim and clips its final tokens","src/gr/ppivot.tex explanation of the innermost elimination loop; matched-build textbook PDF page 92","Move the identical assignment into a local breakable code listing introduced by the same explanatory sentence"
